artist_name,song_name,lyrics
Eminem,Nowhere Fast (feat. Kehlani) - Extended Version,"Ashes blowing in the air
The world's on fire, but we don't care, yeah
Wasted youth, always on the road
Never lookin' back and we're never getting old
'Cause the skies are black, but our heart's made of gold
Fuck doin' what you're told
We're goin' nowhere fast

I feel sorry for this beat, sympathy pains for this track
This road is takin' me back down memory lane with this rap
I can still look out in this crowd, be wowed and be taken aback
I'm simply stating a fact, I had Wembley Stadium packed

But now we're on a path headed to nowhere and fast
Another terrorist attacks
Like a tariff, blows half of Madison Square up, alas
We perish in the blast
But that isn't scaring us, we pass nowhere we're fearless
'Cause we're just

Ashes blowing in the air
Our world's on fire, but we don't care, yeah
(We don't give a... no, no)
Wasted youth, always on the road
Never lookin' back and we're never getting old
'Cause the skies are black
But our heart's made of gold (golden)
Fuck doin' what you're told (what we're told)
We're goin' nowhere fast

'Cause we're goin' no, goin' no
Goin' no, goin' no
Goin' no, goin' nowhere
We're on the run of our lives
Goin' nowhere fast

Fuck doin' what you're told, act like a two-year old
Shit is soon to go kaboom and blow
Anyways; for MC's it's a funeral
When I'm devisin' this rhyme
'Cause I'm awake and you're mourning
That's why I rise and I shine
Like a new day has dawned on me

Gusto, guts, bravado
Nuts and plus I kick up dust and cuss a lot
I musta got you in somewhat of a debacle
'Cause some stuff that's awful
Really don't mean nothin' although
There's a lot of shit I said in jest that's tough to swallow

But if at times my heart it seems
Like it's in the wrong place
It's probably 'cause it's on my sleeve
Keanu Reeves speed of life, avoid or veer
Or just steer toward it, we're only lookin' forward
But where we're goin', we have no idea

Nowhere to go, but hysterical, it's gettin' warm in here
I set the world on fire, was born to be an arsonist
Just one spark and it's lit
But I'mma still get dark on this shit
Told you I'd leave my mark on this bitch-war machine

But you forced me in a corner
I'm sure to have somethin' for your rear
And in the course of the assault as torture gets more severe
Go to war with me, you'll end up blew to Timbuktu
I send at you a ten-ton nuke like Kim Jong-Un
And end up ruinin' your career

But when all is said and done
And at the end of my run I'll just rewind clocks, forever young
Make time stop, will I ever fall off? That day will never come
Till the pine box, bitch, fuck you! I'm better than I ever was
Till the bomb drops, hope it never does
But I'm not gonna sweat it 'cause
This world's screwed, it's already fucked
And I'm on top, so everyone's just

Ashes blowing in the air (so we're...)
Our world's on fire, but we don't care, yeah
(We don't give a... no, no)
Wasted youth, always on the road
Never lookin' back and we're never getting old
'Cause the skies are black
But our heart's made of gold (golden)
Fuck doin' what you're told (what we're told)
We're goin' nowhere fast

'Cause we're goin' no, goin' no
Goin' no, goin' no
Goin' no, goin' nowhere
We're on the run of our lives
Goin' nowhere fast

You can't tell us nothin'
Hard-headed and we're stubborn
So, one ear and out the other when we're young, we're young
(We're on the run of our lives)
Who knows what the future for us could hold
Another shooter? Uh oh
(We're on the run of our lives)
No more tomorrows, we're done
And all we are is-

Ashes blowing in the air (so we're...)
Our world's on fire, but we don't care (don't care, yeah)
(We don't give a... no, no)
Wasted youth, always on the road
Never lookin' back and we're never getting old
'Cause the skies are black
But our heart's made of gold (golden)
Fuck doin' what you're told (what we're told)
We're goin' nowhere fast

(Post-Chorus: Kehlani)
'Cause we're goin' no, goin' no
Goin' no, goin' no
Goin' no, goin' nowhere
We're on the run of our lives
Goin' nowhere fast"
Lana Del Rey,Young And Beautiful,"I've seen the world, done it all
Had my cake now
Diamonds, brilliant
And Bel Air now

Hot summer nights, mid-July
When you and I were forever wild
The crazy days, city lights
The way you'd play with me like a child

Will you still love me
When I'm no longer young and beautiful?
Will you still love me
When I've got nothing but my achin' soul?

I know you will
I know you will
I know that you will
Will you still love me
When I'm no longer beautiful?

I've seen the world, lit it up
As my stage now
Channeling angels in
The new age now

Hot summer days, rock and roll
The way you'd play for me at your show
And all the ways I got to know
Your pretty face and electric soul

Will you still love me
When I'm no longer young and beautiful?
Will you still love me
When I've got nothing but my achin' soul?

I know you will
I know you will
I know that you will
Will you still love me
When I'm no longer beautiful?

Dear Lord, when I get to Heaven
Please let me bring my man
When he comes, tell me that you'll let him in
Father, tell me if you can

All that grace, all that body
All that face, makes me wanna party
He's my sun, he makes me shine
Like diamonds

Will you still love me
When I'm no longer young and beautiful?
Will you still love me
When I've got nothing but my achin' soul?

I know you will
I know you will
I know that you will
Will you still love me
When I'm no longer beautiful?

Will you still love me
When I'm no longer beautiful?
Will you still love me
When I'm not young and beautiful?"
Lana Del Rey,Summertime Sadness,"Kiss me hard before you go
Summertime sadness
I just wanted you to know
That baby, you the best

I got my red dress on tonight
Dancin' in the dark in the pale moonlight
Done my hair up real big, beauty queen style
High heels off, I'm feelin' alive

Oh my God, I feel it in the air
Telephone wires above
Are sizzlin' like a snare
Honey I'm on fire, I feel it everywhere
Nothin' scares me anymore
(One, two, three, four)

Kiss me hard before you go
Summertime sadness
I just wanted you to know
That baby, you the best

I got that summertime, summertime sadness
Su-su-summertime, summertime sadness
Got that summertime, summertime sadness

I'm feelin' electric tonight
Cruisin' down the coast, goin' about 99
Got my bad baby by my heavenly side
I know if I go, I'll die happy tonight

Oh my God, I feel it in the air
Telephone wires above
Are sizzlin' like a snare
Honey I'm on fire, I feel it everywhere
Nothin' scares me anymore
(One, two, three, four)

Kiss me hard before you go
Summertime sadness
I just wanted you to know
That baby, you the best

I got that summertime, summertime sadness
Su-su-summertime, summertime sadness
Got that summertime, summertime sadness

Think I'll miss you forever
Like the stars miss the sun in the morning sky
Later's better than never
Even if you're gone I'm gonna drive

I got that summertime, summertime sadness
Su-su-summertime, summertime sadness
Got that summertime, summertime sadness

Kiss me hard before you go
Summertime sadness
I just wanted you to know
That baby, you the best

I got that summertime, summertime sadness
Su-su-summertime, summertime sadness
Got that summertime, summertime sadness"
Lana Del Rey,Born To Die,"Why? Who, me? Why?

Feet, don't fail me now
Take me to the finish line
Oh, my heart, it breaks
Every step that I take
But I'm hoping at the gates
They'll tell me that you're mine

Walking through the city streets
Is it by mistake or design?
I feel so alone on the Friday night
Can you make it feel like home
If I tell you you're mine?
It's like I told you honey

Don't make me sad, don't make me cry
Sometimes love is not enough
And the road gets tough, I don't know why
Keep making me laugh, let's go get high
The road is long, we carry on
Try to have fun in the meantime

Come and take a walk on the wild side
Let me kiss you hard in the pouring rain
You like your girls insane
So choose your last words, this is the last time
'Cause you and I, we were born to die

Lost but now I am found
I can see but once I was blind
I was so confused as a little child
Try'na take what I could get
Scared that I couldn't find
All the answers, honey

Don't make me sad, don't make me cry
Sometimes love is not enough
And the road gets tough, I don't know why
Keep making me laugh, let's go get high
The road is long, we carry on
Try to have fun in the meantime

Come and take a walk on the wild side
Let me kiss you hard in the pouring rain
You like your girls insane
So choose your last words, this is the last time
'Cause you and I, we were born to die
(We were born, we were born) We were born to die
(We were born, we were born) We were born to die

Come and take a walk on the wild side
Let me kiss you hard in the pouring rain
You like your girls insane

So, don't make me sad, don't make me cry
Sometimes love is not enough
And the road gets tough, I don't know why
Keep making me laugh, let's go get high
The road is long, we carry on
Try to have fun in the meantime

Come and take a walk on the wild side
Let me kiss you hard in the pouring rain
You like your girls insane
So choose your last words, this is the last time
'Cause you and I, we were born to die
(We were born, we were born) We were born to die

(We were born to die, we were born to die)
(We were born to die, we were born to die)
(We were born to die, we were born to die)
(We were born to die, we were born to die)
(We were born to die, we were born to die)
(We were born to die, we were born to die)
(We were born to die, we were born to die)
(We were born, we were born to die)"
Eminem,Headlights,"Mom, I know I let you down
And though you say the days are happy
Why's the power off and I'm fucked up
And mom, I know he's not around
But don't you place the blame on me
As you pour yourself another drink, yeah

I guess we are who we are
Headlights shining in the dark night I drive on
Maybe we took this too far

I went in headfirst, never thinking about who what I said hurt
In what verse, my mom probably got it the worst, the brunt of it
But as stubborn as we are, did I take it too far
""Cleaning Out My Closet"" and all them other songs but regardless I don't hate you 'cause ma

You're still beautiful to me, 'cause you're my mom
Though far be it from you to be calm, our house was Vietnam
Desert Storm and both of us put together can form an atomic bomb
Equivalent to chemical warfare and forever we can drag this on and on

But, agree to disagree, that gift for me up under the Christmas tree don't mean shit to me
You're kicking me out, it's 15 degrees and it's Christmas Eve (Little prick just leave)
Ma let me grab my fucking coat, anything to have each other's goats
Why we always at each other's throats, 'specially when dad he fucked us both

We're in the same fucking boat, you'd think that it'd make us close, nope
Further away that drove us, but together headlights shine and car full of belongings
Still got a ways to go, back to grandma's house it's straight up the road
And I was the man of the house, the oldest, so my shoulders carried the weight of the load

Then Nate got taken away by the state at 8 years old, and
That's when I realized you were sick and it wasn't fixable or changeable
And to this day we remained estranged and I hate it though, but

I guess we are who we are
Headlights shining in the dark night I drive on
Maybe we took this too far

'Cause to this day we remain estranged and I hate it though
'Cause you ain't even get to witness your grandbabies grow
But I'm sorry mama for ""Cleaning Out My Closet"", at the time I was angry
Rightfully maybe so, never meant that far to take it though, 'cause

Now I know it's not your fault, and I'm not making jokes
That song I no longer play at shows and I cringe every time it's on the radio
And I think of Nathan being placed in a home and all the medicine you fed us
And how I just wanted you to taste your own, but

Now the medication's takin' over and your mental state's deteriorating slow
And I'm way too old to cry, the shit is painful though
But ma, I forgive you, so does Nathan yo
All you did, all you said, you did your best to raise us both

Foster care, that cross you bare, few may be as heavy as yours
But I love you Debbie Mathers, oh what a tangled web we have, 'cause
One thing I never asked was, where the fuck my deadbeat dad was
Fuck it, I guess he had trouble keeping up with every address

But I'dve flipped every mattress, every rock and desert cactus
Owned a collection of maps and followed my kids to the edge of the atlas
Someone ever moved them from me, that you could've bet your asses
If I had to come down the chimney dressed as Santa, kidnap 'em

And although one has only met their grandma
Once, you pulled up in our drive one night as we were leaving to get some hamburgers
Me, her and Nate, we introduced you, hugged you
And as you left I had this, overwhelming sadness come over me

As we pulled off to go our separate paths, and
I saw your headlights as I looked back
And I'm mad I didn't get the chance to
Thank you for being my Mom and my Dad

So Mom, please accept this as a tribute I wrote this on the jet
I guess I had to get this off my chest
I hope I get the chance to lay it 'fore I'm dead
The stewardess said to fasten my seat belt, I guess we're crashing

So if I'm not dreaming, I hope you get this message that I will always love you from afar
'Cause you're my ma

I guess we are who we are
Headlights shining in the dark night I drive on
Maybe we took this too far

I want a new life (start over)
One without a cause (clean slate)
So I'm coming home tonight
Well no matter what the cost

And if the plane goes down
Or if the crew can't wake me up
Well just know that I'm alright
I was not afraid to die

Oh, even if there's songs to sing
Well my children will carry me
Just know that I'm alright
I was not afraid to die

Because I put my faith in my new girl
So I never say goodbye cruel world
Just know that I'm alright
I am not afraid to die

I guess we are who we are
Headlights shining in the dark night I drive on
Maybe we took this too far
I want a new life"
Eminem,Cold Wind Blows,"'Cause some things just, don't change
It's better when they stay the same
Although the whole world knows your name
So on a, bigger stage they came to see you spit your game, oh
But it shouldn't be difficult, to explain
Just why you came back again, you hate the fame
Love the game, cold as ice, you remain
Fuck 'em all, tell 'em all, eat shit, here we go again

Spoken:
So, goddamn.
Is it that time again already?
Haha, y'all don't look too happy to see me.
Fuck man, don't everybody welcome me back at once?
All right, fuck y'all then.

You can get the dick, just call me the ball sac, I'm nuts
Michael Vick in this bitch dog, fall back, you mutts
Fuck your worms, you've never seen such a sick puppy
Fuck it a sick duck, I want my duck-sicked, mommy
And my nuts licked, gobble 'em up trick, yummy
Bitch, you don't fuckin' think I know that you suck dick, dummy
You'll get your butt kicked, fuck all that love shit, honey
Yeah I laugh when I call you a slut, it's funny
Shorty, dance while I diss you to the beat, fuck the words
You don't listen to 'em anyway, yeah struck a nerve sucka
Motherfucka' might as well let my lips pucker
Like Elton John, 'cause I'm just a mean cock-sucker
This shit is on 'cause you went and pissed me off, now I'm shittin' and pissin' on
Everybody, give a fuck if it's right or wrong
So buck the Buddah, light a bong
But take a look at Mariah next time I inspire you to write a song (Come on)

Oh, oh-oh-oh, oh-oh oh
I'm as cold as the cold wind, blows
When it snows, and it's twenty be-low
Ask me why, man I just don't, know
Kno-kno-know, know-know know
I'm as cold as the cold wind, blows
Blo-blo-blows, blow-blow blows
Oh oh-oh

Fuck it, I'm a loose cannon
Bruce Banner's back in the booth, y'all are sittin' ducks, I'm the only goose standin'
I'll set the world on fire, piss on it put it out
Stick my dick in a circle, but I'm not fuckin' around
Mo'fucker, I'll show you pussyfootin'
I'll kick a bitch in the cunt, 'til it makes a queef, and sounds like a fuckin' whoopee cushion
Who the fuck is you pushin', you must have mistook me for some
Sissy soft punk, lookin' for some nookie or bosom
Go ahead fuckin' hater push me, I told you ain't no fuckin' way to shush me
Call me a faggot, 'cause I hate a pussy
Man the fuck up sissy, G's up, all you gardeners freeze up
Put your hoes down, Shady ease up
Man chill, naw I can't goddammit, rap is a landfill
Drop the anvil, these are shoes that you can't fill
Shit the day that happens, the world will
Stop spinnin' and Michael J. Fox'll, come to a stand-still

Durin' an earthquake, urine in your face 'cause you're fake
Ow what the fuck, that hurt, wait
Ow what the fuck, I just got struck
By lightnin', alright then I quit, God I give up
Call it evil that men do, Lord forgive me for what my pen do
This is for your sins, I cleanse you
You can repent but I warn you, if you continue
To Hell I'll send you, and just then the wind blew, and I said...

Oh, oh-oh-oh, oh-oh oh
I'm as cold as the cold wind, blows
When it snows, and it's twenty be-low
Ask me why, man I just don't...
Know, kno-kno-know, know-know know
I'm as cold as the cold wind, blows
Blo-blo-blows, blow-blow blows
Oh oh-oh oh-oh

How long will I be this way, Shady until my dyin' day
'Til I hang up the mic and it's time for me to say
So long, 'til then I'll drop the fuckin' bombs
Like I missed the pass when I went long
If you don't like it you can kiss my ass in a lint thong
Now sing along, slut this, slut that, learn the words to the song
Oh bitches don't like that, homie I'll be nicer to women
When Aquaman drowns and the Human Torch starts swimmin'
Man I'm a, cold soul, I roll solo so don't compare
Me, to them other bums over there
It's like apples to oranges, peaches to plums, yeah
I'm bananas pussy, cut off the grapes and grow a pair
But I swear, you try to dis me I'll slaughter you
I put that on everything, like everyone does with auto-tune
The last thing you wanna do is have me spit out a rhyme
And say I was writin' this and I thought of you, so...

Oh, oh-oh-oh, oh-oh oh
I'm as cold as the cold wind, blows
When it snows, and it's twenty be-low
Ask me why, man I just don't...
Know, kno-kno-know, know-know know
I'm as cold as the cold wind, blows
Blo-blo-blows, blow-blow blows
Oh oh-oh oh-oh

I don't know... I don't know what caused...
I don't know what caused me to be this way
I don't know... I don't know but I'll...
Probably be this way 'til my dyin' day
I don't know why I'm so... I'm so cold
Mean things I don't mean to say
I guess this is how you made me"
Eminem,On Fire,"Heh, yeah, haha
You know critics man, critics never got nothing nice to say man
You know the one thing I noticed about critics, man
Is critics never asked me how my day went
Well, I'ma tell 'em

Yesterday my dog died, I hog tied a ho, tied her in a bow
Said next time you blog, try to spit a flow
You wanna criticize dog, try a little mo'
I'm so tired of this, I could blow, fire in the hole

I'm fired up so fire up the lighter and the dro
Better hold on a little tighter, here I go
Flow's tighter, hot headed as ghost rider, cold hearted
As Spider-Man throwin' a spider in the snow

So you better get lower than Flo-Rida inside of a low-rider
With no tires in the hole
Why am I like this, why is winter cold
Why is it when I talk, I'm so biased to the ho's

Listen dog, Christmas is off, this is as soft as it gets
This isn't golf, this is a blisterin' assault
Those are your wounds, this is the salt
So get lost, shit, dissin' me is just like pissin' off

The Wizard of Oz, wrap a lizard in gauze
Beat you in the jaws with it, grab the scissors and saws
And cut out your livers, gizzards and balls
Throw you in the middle of the ocean in a blizzard with Jaws

So sip piss like sizzurp through a straw
Then describe how it tasted like dessert to us all
Got the gall to make Chris piss in his drawers
Tickle him, go to his grave, skip him and visit his dog

You're on fire
That's how you know you're on a roll
'Cause when you're hot, it's like you're burning up, everyone else is cold
You're on fire
Man, I'm so fuckin' sick
I got ambulances pullin' me over and shit

You're on fire
You need to stop, drop and roll
'Cause when you say the shit to get the whole Hip-Hop shop to blow
You're on fire, yeah, you're on fire

I just put a bullshit hook
In between two long ass verses, if you mistook this for a song, look
This ain't a song, it's a warnin' to Brooke
Hogan and David Cook, that the crook just took over, so book

Run as fast as you can, stop writing and kill it
I'm lightnin' in a skillet, you're a fuckin' flash in the pan
I pop up, you bitches scatter
Like hot grease splashin' a fan, Mr. Mathers is the man

Yeah, I'm pissed but I would rather take this energy and stash it in a can
Come back and whip your ass with it again
Saliva's like sulfuric acid in your hand
It'll eat through anything, metal, the ass of Iron Man

Turn him into plastic, so for you to think that you could stand
A fuckin' chance is asinine, yeah ask Denaun, man
Hit a blind man with a coloring book and told him color inside the lines
Or get hit with a flying crayon

Fuck it, I ain't playin'
Pull up in a van and hop out on a homeless man holdin' a sign sayin'
Vietnam Vet, I'm out my fuckin' mind, man
Kick over the can, beat his ass and leave him nine grand

So if I seem a little mean to you
This ain't savage, you ain't never seen a brute
You wanna get graphic, we can go the scenic route
You couldn't make a bulimic puke on a piece of fuckin' corn and peanut poop

Sayin' you sick, quit playin' you prick, don't nobody care
And why the fuck am I yellin' at air
I ain't even talkin' to no one 'cause ain't nobody there
Nobody'll fuckin' test me 'cause these ho's won't even dare

I'm wastin' punch lines but I got so many to spare
I just thought of another one that might go here
Naw, don't waste it, save it psycho, yeah
Plus you gotta rewrite those lines that you said about Michael's hair

You're on fire
That's how you know you're on a roll
'Cause when you're hot, it's like you're burning up, everyone else is cold
You're on fire
Man, I'm so, im so hot
My muthafuckin' fire truck's on fire, homie

You're on fire
You need to stop, drop and roll
'Cause when you say the shit to get the whole Hip-Hop Shop to blow
You're on fire, yeah, you're on fire"
Eminem,Won't Back Down,"P!nk:
You can sound the alarm
You can call out your guards
You can fence in your yard
You can hold all the cards
But I won't back down
Oh no, I won't back down, oh no

Eminem:
Cadillac Sevilles Coup Devilles, brain dead rims yeah stupid wheels
Girl I'm too for real lose your tooth and nail
Try to fight it try to deny it stupid you will feel

What I do I do at will, shootin' from the hip, yeah boy, shoot to kill
Half a breath left, on my death bed
Screamin' F that, yeah super ill

Baby what the deal, we can chill, split a half a pill and a happy meal
Fuck a steak slut, I'll cut my toes off
And step on the receipt 'fore I foot the bill

Listen garden tool, don't make me introduce you to my power tool
You know the fuckin' drill
How you douchebags feel, knowin' you're disposable
Summer's Eve, Massengil

Shady's got that mass appeal, baby crank this shit 'cause it's your God damn jam
You say that you want your punch lines a little more compact, well shorty I'm that man
These other cats ain't metaphorically where I'm at, man
I gave Bruce Wayne a valium and said settle your fuckin' ass down
I'm ready for combat, man

Get it, calm batman, naw, ain't nobody whose as bomb and as
Nuts, lines are like mom's cat scans 'cause they fuckin' go bananas
Honey, I applaud that ass, swear to God man, these broads can't dance
Ma, show em how it's done, spaz like a goddamn Taz, yeah

P!nk:
You can sound the alarm
You can call out your guards
You can fence in your yard
You can hold all the cards
But I won't back down
Oh no, I won't back down, oh no

Eminem:
Girl shake that ass like a donkey with Parkinson's
Make like Michael J. Fox is in your drawers playin' with an etch-a-sketch
Bet ya that you'll never guess whose knockin' at your doors
People hit the floors, yeah tonight ladies you gon' get divorced
Girl forget remorse, I'ma hit you broads with Chris' force like you pissed him off

Talented with the tongue, mo'fucker you ain't got a lick in yours
Hittin' licks like I'm robbin' liquor stores, makin' cash registers shit their drawers
Think you spit the rawest, I'm an uncooked slab of beef layin' on your kitchen floor
Other words, I'm off the meat rack, bring the beat back, bring me two extension cords

I'ma measure my dick, shit I need six inches more, fuck, my dick's big
Bitch, need I remind you that I don't need the fuckin' swine flu to be a sick pig
You're addicted, I'm dope, I'm the longest needle around here, need a fix up
I'm the big shot, get it, dick snots, you're just small pokes, little pricks (ha)

Girl you think that other pricks hot, I'll drink gasoline and eat a lit match
'Fore I sit back and let him get hotter, better call the cops on him, quick-fast
Shady's right back on your bitch-ass, white trash with a half a six-pack
In his hatch back trailer hitch attached to the back (dispatch)

P!nk:
You can sound the alarm
You can call out your guards
You can fence in your yard
You can hold all the cards
But I won't back down
Oh no, I won't back down, oh no

Eminem:
Bitch, am I the reason that your boyfriend stopped rappin', does a bird chirp,flu
Does Lil Wayne slurp syrup till he burps and smoke purp, does a word search
Gettin' circles wrapped around it like you do when I come through, I'd like you to
Remind yourself of what the fuck I can do when I'm on the mic, girl, you're the kind of girl that I can take a likin' to

Psych, I'm spikin' you like a football, been this way since I stood a foot tall
You're a good catch with a shitty spouse, got a pretty mouth and a good jaw
Give me good brain, watch the wood grain, don't want no cum stain, bitch you listening
Tryin' to turn me down, slut I'm talkin' to you, turn me back up, are you insane?

Tryin' to talk over me in the car, shut the fuck up while my shit's playing
I'm a shit stain on the underwear of life, what's the saying, where there's thunder, there's lightning
And they say that it never stikes twice in the same place
Then how the fuck have I been hit six times in three different locations on four separate occasions

And you can bet your stinkin' ass that I've come to smash everything in my path
Fork was in the road, took the psycho path, poison ivy wouldn't have me thinkin' rash
So hit the dance floor, cutie, while I do my duty on this microphone, shake your booty
Shorty I'm the shit, why you think Proof used to call me Doody

P!nk:
You can sound the alarm
You can call out your guards
You can fence in your yard
You can hold all the cards
But I won't back down
Oh no, I won't back down, oh no"
Eminem,W.T.P.,"Yeah! Oh, get up! I said, get up! Let's go!

Better watch out now 'cause here we come
And we ain't stoppin' until we see the mornin' sun
So give us room to do our thing 'cause we ain't come to hurt no one
So everybody come and get up on the floor now and grab someone

Man first of all I'm a boss, I just wanna get that across
Man, even my dentist hates when I floss
Pull up to the club in a Pinto like it's a Porsche
Garbage bag for one of the windows, spray-painted doors

With the flames on 'em, Michigan plates and my name's on 'em
Baby, Shady's here, come and get him if you dames want him
But he ain't stupid so quit tryin' to run them games on him
He's immune to Cupid, why you tryin' to put your claims on him

'Cause you won't do to me what you did to the last man
Now climb in back, try not to kick over the gas can
There's a half a gallon in it, that could be our last chance
We have of just gettin' home, now can I get that lap dance

She's got a tattoo of me right above her ass, man
In the streets of Warren, Michigan, we call em tramp stamps
That means she belongs to me, time to put the damn clamps
Down and show this hussy who's the man, now get amped, dance

Now you can do this on your own
But everyone knows that no one likes to be alone
So get on the floor and grab somebody
Ain't nuttin but a white trash party (white trash party)

So let's have us a little bash
And if anyone asks, it ain't no one but us trash
You don't know, ya better ask somebody
'Cause we're havin' a white trash party (white trash party)

Pull a 5th of Bacardi from out of my underwear
And walk around the party without a care like a body without a head
Lookin' like a zombie from Night of the Livin' Dead
And tomorrow probably still be too high to get out of bed

Till I feel like I've been hit with the sharp part of the hammer
Mixin' Hennessy and Fanta with Pepto and Mylanta
I shoot the gift like im hollerin', ""Die Santa!""
Missed the tree and hit Rudolf and 2 innocent bystanders

So quit tryin' to play the Wall like you're Paul and
Get on the floor when the beat drops and stop stallin'
They call me the Stephon Marbury of rap darlin'
'Cause as soon as they throw on some R. Kelly, I start ballin'

Makin' it rain for the ladies in the Mini's
But im not throwin' ones, five, tens or even twenties
I'm throwin' quarters, nickels, dimes, pennies up at Skinny's
Man, I do this for them bunnies up at Denny's

From the north, east and west but when it comes to them trailers in them Southparks
Muffle it 'cause homie that hood's tighter than Kenny's
So ladies, if your belly button's not an innie then im outtie
Now hop in my mini-van, let's get rowdy, come on

Now you can do this on your own
But everyone knows that no one likes to be alone
So get on the floor and grab somebody
Ain't nuttin but a white trash party (white trash party)

So let's have us a little bash
And if anyone asks, it ain't no one but us trash
You don't know, ya better ask somebody
'Cause we're havin' a white trash party (white trash party)

Now whether your black, white or purple, if you're misunderstood
But you don't give a fuck, you ain't doin' shit that you should
Long as you know your up to evil and your no damn good
Get on the floor, man and rep yo hood

Now, honey, don't let them pricks trip, we should make a quick dip
And go do some donuts in the hospital parkin' lot 'cause, girl, I got a sick whip
Kick the back window out of my Gremlin, put two milk crates in the trunk
Rip out the stick shift and make a five seater
I'll be damned if I feed a chick, it ain't like me to split a piece of dry pita
I be the S-L to the I-M to the S-H-A-D-Y and I don't need a tank top to be a wife beater

I'll rip a tree out the ground and flip it upside down
'Fore I turn over a new leaf, clown
I'll tell ya now, I'm so raw, I still need to un-thaw
You feel me y'all, I'll shut the club down like Drake in the mall

But, baby, a body like that's against the law
You the baddest little chain with the blades I ever saw
Coleslaw containers, empty straw wrappers and all
You got more junk in your trunk than I do in my car, now get up

Now you can do this on your own
But everyone knows that no one likes to be alone
So get on the floor and grab somebody
Ain't nuttin but a white trash party (white trash party)

So let's have us a little bash
And if anyone asks, it ain't no one but us trash
You don't know, ya better ask somebody
'Cause we're havin' a white trash party (white trash party)"
Eminem,Going Through Changes,"I'm going through changes
I'm going through changes

Lately I really, feel like, I'm rollin' for Delph like Philly
Feel like I'm losin' control of myself, I sincerely
Apologize if all that I sound like is I'm complainin'
But life keeps on complicatin'

And I'm debatin' on, leavin' this world this evenin'
Even my girls can see I'm grievin', I try and hide it
But I can't, why do I act like I'm all high and mighty
When inside I'm dyin', I am finally realizin' I need

Help, can't do it myself, too weak
Two weeks I've been havin' ups and downs, goin' through peaks
And valleys, dilly dallyin', 'round with the idea
Of endin' this shit right here

I'm hatin' my reflection, I walk around the house tryin' to fight in mirrors
I can't stand what I look like yeah
I look fat but what do I care, I give a fuck
Only thing I fear is Hailie, I'm afraid if I close my eyes then I might see her
Shit

I'm going through changes
I'm going through changes

I lock myself in the bedroom, bathroom, nappin' at noon
Yeah dad's in a bad mood, he's always snappin' at you
Marshall what happened that you can't stop with these pills
And you've fallen off with your skills and your own fans are laughin' at you

You've become a problem you're too pussy to tackle, get up
Be a man, stand, a real man would have had this shit handled
Know you just had your heart ripped out and crushed
They say Proof just flipped out, homie just whipped out and bust

Nah, it ain't like Doody to do that
He wouldn't fuckin' shoot at nobody, he'd fight first
But dwellin' on it only makes the night worse
Now I'm poppin' Vic's, Perc's and Methadone pills
Yeah Em, tight verse, you killed it

Fuckin' drug dealers hang around me like yes men
And they gon' do whatever I says when, I says it
It's in their best interest to protect their investment
And I just lost my fuckin', best friend, so fuck it I guess then

I'm going through changes
Don't know what I'm gonna do
But I just keep on going through changes
I'm going through changes

My friends just can't understand this new me
That's understandable man, but think how bananas you'd be
You'd be an animal too, if you were trapped in this fame and caged in it like a zoo
And everybody's lookin' at you, what you want me to do

I'm startin' to live like a recluse and the truth is
Fame's startin' to give me an excuse to be at a all time low
I sit alone in my home theater, watchin' the same damn DVD

Of the first tour, the last tour, he was still alive
And it hurt, so I fast forward, sleepin' pills will make me feel alright
And if I'm still awake in the middle of the night
I just take a couple more, yeah you're motherfuckin' right

I ain't slowin' down for no one, I am almost homeward bound
Almost in a coma, yeah homie come on dole 'em out
Daddy don't you die on me, daddy better hold your ground
Fuck, don't I know the sound of that voice, yeah baby hold me down

(Daddy)
I'm going through changes
(Daddy)
Don't know what I'm gonna do
But I just keep on going through changes
I'm going through changes

Wake up in the hospital, full of tubes, but somehow I'm pullin' through
Swear when I come back, I'ma be bulletproof
I'ma do it just for Proof, I think I should state a few
Facts, 'cause I may not get a chance again to say the truth

Shit, it just hit me that what if I would not have made it through
I think about the things I would never got to say to you
I'd never get to make it right, so here's what I came to do
Hailie this one is for you, Whitney and Alaina too

I still love your mother, that'll never change, think about her every day
We just could never get it together hey, wish there was a better way
For me to say it, but I swear on everything
I'd do anything for her, on any day

There are just too many things to explain, when it rains
Guess it pours, yes it does, wish there wasn't any pain
But I can't pretend there ain't, I ain't placin' any blame
I ain't pointin' fingers, heaven knows I never been a saint

I know that it feels like we just pissed away our history
And just today, I looked at your picture almost if to say
I miss you subconsciously, wish it didn't end this way
But I just had to get away, don't know why, I don't know what else to say

I guess I'm I'm going through changes
Don't know what I'm gonna do
But I just keep on going through changes
I'm going through changes"
